T(h:m:s),FT(h:m:s),T(Sec),T(ms),UF(Hz),Sats,Date,Time,Lat,Lon,Alt(Ft),Alt(M),GndSpd(M/S),Head(Deg),PDOP,intT(C),intT(F),extT(C),extT(F),msTemp(C),msTemp(F),msPress(PSI),msPress(ATM),msAlt(ft),msAlt(M),VertVel(Ft/S),VertVel(M/S),mag x,mag y,mag z,accel x,accel y,accel z,gyro x,gyro y,gyro z,orien yaw,orien pitch,orien roll,xbee message,Si humidity (%),Si Temperature (C)3.6.15.1
0:36:15,NA:NA:NA,2175.4,2175426,1.0,28,4/8/2024,13:2:57,40.784214,-84.455582,696.01,212.14,0.062,127.17,91,36.77,98.19,-273.15,-459.67,34.12,93.42,14.32,0.97,738.88,225.21,-1.11,-0.34,8.38,-6.06,-27.75,-0.67,-1.22,9.68,0.00,0.00,0.00,155.94,6.88,-3.69,,21.06,37.61
0:36:16,NA:NA:NA,2176.4,2176434,1.0,28,4/8/2024,13:2:58,40.784214,-84.455582,695.93,212.12,0.059,127.17,91,36.77,98.19,-273.15,-459.67,34.12,93.42,14.32,0.97,738.60,225.13,-0.27,-0.08,8.00,-5.38,-27.50,-0.71,-1.23,9.71,-0.00,-0.00,0.00,155.94,6.88,-3.62,,21.02,37.58
0:36:17,NA:NA:NA,2177.4,2177439,1.0,28,4/8/2024,13:2:59,40.784214,-84.455582,695.69,212.05,0.015,127.17,91,36.77,98.19,-273.15,-459.67,34.12,93.42,14.32,0.97,739.44,225.38,0.83,0.25,8.75,-6.06,-27.00,-0.65,-1.20,9.72,-0.00,0.00,-0.00,155.94,6.88,-3.62,,20.97,37.55
0:36:18,NA:NA:NA,2178.4,2178446,1.0,28,4/8/2024,13:3:0,40.784214,-84.455582,694.62,211.72,0.022,127.17,91,36.77,98.19,-273.15,-459.67,34.12,93.42,14.32,0.97,740.28,225.64,0.84,0.25,8.38,-7.25,-26.56,-0.65,-1.21,9.71,0.00,-0.00,0.00,155.94,6.88,-3.62,,20.94,37.52
0:36:19,NA:NA:NA,2179.5,2179455,1.0,28,4/8/2024,13:3:1,40.784214,-84.455582,694.16,211.58,0.017,127.17,91,36.77,98.19,-273.15,-459.67,34.13,93.43,14.32,0.97,738.60,225.13,-1.66,-0.51,6.88,-6.06,-27.50,-0.63,-1.21,9.69,-0.00,0.00,0.00,155.94,6.88,-3.62,,20.93,37.57
0:36:20,NA:NA:NA,2180.5,2180460,1.0,28,4/8/2024,13:3:2,40.784218,-84.455582,694.13,211.57,0.073,127.17,91,36.77,98.19,-273.15,-459.67,34.13,93.43,14.32,0.97,739.44,225.38,0.83,0.25,7.69,-5.38,-26.69,-0.63,-1.21,9.68,0.00,0.00,0.00,155.94,6.88,-3.62,,20.89,37.54
0:36:21,NA:NA:NA,2181.5,2181466,1.0,28,4/8/2024,13:3:3,40.784218,-84.455582,693.98,211.52,0.075,127.17,91,36.77,98.19,-273.15,-459.67,34.13,93.43,14.32,0.97,740.00,225.55,0.56,0.17,8.38,-6.50,-26.69,-0.61,-1.21,9.73,0.00,-0.01,0.00,155.94,6.88,-3.62,,20.81,37.47
0:36:22,NA:NA:NA,2182.5,2182473,1.0,28,4/8/2024,13:3:4,40.784218,-84.455582,693.96,211.52,0.039,127.17,91,36.77,98.19,-273.15,-459.67,34.14,93.45,14.32,0.97,740.00,225.55,0.00,0.00,8.38,-5.38,-27.00,-0.61,-1.20,9.72,-0.00,-0.00,0.00,155.94,6.88,-3.62,,20.77,37.41
0:36:23,NA:NA:NA,2183.5,2183478,1.0,27,4/8/2024,13:3:5,40.784218,-84.455582,694.00,211.53,0.025,127.17,92,36.77,98.19,-273.15,-459.67,34.14,93.45,14.32,0.97,739.16,225.30,-0.84,-0.26,9.19,-7.25,-25.75,-0.60,-1.21,9.72,0.00,-0.00,0.00,155.94,6.88,-3.62,,20.73,37.34
0:36:24,NA:NA:NA,2184.5,2184482,1.0,27,4/8/2024,13:3:6,40.784218,-84.455589,694.33,211.63,0.048,127.17,92,36.77,98.19,-273.15,-459.67,34.14,93.45,14.32,0.97,740.28,225.64,1.12,0.34,9.19,-4.56,-26.19,-0.62,-1.21,9.72,-0.00,0.00,0.00,155.94,6.88,-3.62,,20.68,37.37
0:36:25,NA:NA:NA,2185.5,2185490,1.0,28,4/8/2024,13:3:7,40.784218,-84.455589,694.81,211.78,0.052,127.17,91,36.77,98.19,-273.15,-459.67,34.15,93.47,14.32,0.97,740.56,225.72,0.28,0.08,9.19,-5.75,-25.38,-0.63,-1.22,9.72,0.00,-0.00,-0.00,155.94,6.88,-3.62,,20.60,37.44
0:36:26,NA:NA:NA,2186.5,2186496,1.0,27,4/8/2024,13:3:8,40.784218,-84.455589,694.85,211.79,0.069,127.17,92,36.77,98.19,-273.15,-459.67,34.15,93.47,14.32,0.97,738.60,225.13,-1.94,-0.59,8.38,-6.88,-25.75,-0.63,-1.20,9.71,0.00,0.00,0.00,155.94,6.88,-3.62,,20.57,37.34
0:36:27,NA:NA:NA,2187.5,2187526,1.0,27,4/8/2024,13:3:9,40.784218,-84.455589,694.99,211.83,0.060,127.17,92,36.77,98.19,-273.15,-459.67,34.15,93.47,14.32,0.97,738.32,225.04,-0.27,-0.08,7.69,-5.75,-27.50,-0.63,-1.21,9.68,-0.00,0.00,0.00,155.94,6.88,-3.62,,20.53,37.29
0:36:28,NA:NA:NA,2188.6,2188556,1.0,27,4/8/2024,13:3:10,40.784218,-84.455589,695.37,211.95,0.035,127.17,92,36.80,98.24,-273.15,-459.67,34.15,93.47,14.32,0.97,739.44,225.38,1.08,0.33,13.06,-10.50,-44.25,-0.63,-1.20,9.69,0.00,0.00,0.00,155.94,6.88,-3.62,,20.52,37.37
0:36:29,NA:NA:NA,2189.6,2189586,1.0,26,4/8/2024,13:3:11,40.784218,-84.455589,695.86,212.10,0.086,127.17,96,36.80,98.24,-273.15,-459.67,34.16,93.49,14.32,0.97,739.16,225.30,-0.27,-0.08,13.06,-10.88,-43.38,-0.63,-1.18,9.70,0.00,0.00,-0.00,155.94,6.88,-3.62,,20.49,37.32
0:36:30,NA:NA:NA,2190.6,2190615,1.0,26,4/8/2024,13:3:12,40.784218,-84.455589,696.07,212.16,0.069,127.17,96,36.80,98.24,-273.15,-459.67,34.16,93.49,14.32,0.97,740.56,225.72,1.36,0.41,13.88,-9.75,-44.25,-0.60,-1.20,9.72,-0.00,0.00,0.00,155.94,6.88,-3.62,,20.44,37.31
0:36:31,NA:NA:NA,2191.6,2191627,1.0,26,4/8/2024,13:3:13,40.784218,-84.455589,695.97,212.13,0.092,127.17,96,36.77,98.19,-273.15,-459.67,34.16,93.49,14.32,0.97,739.72,225.47,-0.83,-0.25,12.75,-9.75,-43.75,-0.60,-1.21,9.71,-0.00,0.00,0.00,155.94,6.88,-3.62,,20.41,37.30
0:36:32,NA:NA:NA,2192.6,2192640,1.0,26,4/8/2024,13:3:14,40.784218,-84.455589,696.06,212.16,0.112,127.17,96,36.80,98.24,-273.15,-459.67,34.16,93.49,14.32,0.97,739.72,225.47,0.00,0.00,12.75,-10.50,-44.25,-0.63,-1.20,9.69,-0.00,-0.00,-0.00,155.94,6.88,-3.62,,20.34,37.22
0:36:33,NA:NA:NA,2193.7,2193654,1.0,26,4/8/2024,13:3:15,40.784218,-84.455589,696.40,212.26,0.052,127.17,96,36.80,98.24,-273.15,-459.67,34.17,93.51,14.32,0.97,738.88,225.21,-0.83,-0.25,13.06,-10.50,-43.75,-0.62,-1.19,9.71,0.00,-0.00,0.00,155.94,6.88,-3.62,,20.29,37.18
0:36:34,NA:NA:NA,2194.7,2194668,1.0,26,4/8/2024,13:3:16,40.784218,-84.455589,696.70,212.35,0.044,127.17,96,36.80,98.24,-273.15,-459.67,34.17,93.51,14.32,0.97,740.00,225.55,1.10,0.34,13.88,-10.06,-43.38,-0.62,-1.21,9.72,0.00,0.00,-0.00,155.94,6.88,-3.62,,20.24,37.22
0:36:35,NA:NA:NA,2195.7,2195680,1.0,26,4/8/2024,13:3:17,40.784218,-84.455589,696.68,212.35,0.046,127.17,96,36.80,98.24,-273.15,-459.67,34.17,93.51,14.32,0.97,739.72,225.47,-0.28,-0.08,12.75,-10.06,-43.00,-0.62,-1.21,9.71,0.00,-0.00,0.00,155.94,6.88,-3.62,,20.22,37.29
0:36:36,NA:NA:NA,2196.7,2196690,1.0,26,4/8/2024,13:3:18,40.784218,-84.455589,696.29,212.23,0.051,127.17,96,36.80,98.24,-273.15,-459.67,34.17,93.51,14.32,0.97,740.00,225.55,0.28,0.08,13.88,-10.88,-43.75,-0.62,-1.21,9.72,-0.00,0.00,-0.00,155.94,6.88,-3.62,,20.17,37.35
0:36:37,NA:NA:NA,2197.7,2197706,1.0,27,4/8/2024,13:3:19,40.784214,-84.455589,695.83,212.09,0.026,127.17,95,36.80,98.24,-273.15,-459.67,34.18,93.52,14.32,0.97,739.72,225.47,-0.28,-0.08,12.75,-11.56,-44.25,-0.62,-1.21,9.71,0.00,0.00,0.00,155.94,6.88,-3.62,,20.15,37.45
0:36:38,NA:NA:NA,2198.7,2198741,1.0,26,4/8/2024,13:3:20,40.784214,-84.455582,695.40,211.96,0.044,127.17,96,36.82,98.28,-273.15,-459.67,34.18,93.52,14.32,0.97,740.00,225.55,0.27,0.08,13.88,-10.06,-44.25,-0.62,-1.21,9.72,0.00,-0.00,0.00,155.94,6.88,-3.62,,20.09,37.50
0:36:39,NA:NA:NA,2199.8,2199776,1.0,26,4/8/2024,13:3:21,40.784214,-84.455582,695.72,212.05,0.079,127.17,96,36.82,98.28,-273.15,-459.67,34.18,93.52,14.32,0.97,739.16,225.30,-0.81,-0.25,12.75,-10.06,-44.25,-0.62,-1.21,9.72,0.00,-0.00,-0.00,155.88,6.88,-3.56,,20.03,37.48
0:36:40,NA:NA:NA,2200.8,2200811,1.0,27,4/8/2024,13:3:22,40.784214,-84.455582,695.98,212.13,0.016,127.17,95,36.82,98.28,-273.15,-459.67,34.18,93.52,14.32,0.97,739.16,225.30,0.00,0.00,13.50,-10.06,-44.25,-0.60,-1.20,9.72,-0.00,0.00,0.00,155.88,6.88,-3.56,,19.95,37.45
0:36:41,NA:NA:NA,2201.8,2201825,1.0,26,4/8/2024,13:3:23,40.784214,-84.455582,695.84,212.09,0.013,127.17,96,36.82,98.28,-273.15,-459.67,34.19,93.54,14.32,0.97,739.16,225.30,0.00,0.00,13.88,-10.50,-43.75,-0.61,-1.20,9.70,0.00,0.00,0.00,155.88,6.88,-3.56,,19.89,37.43
0:36:42,NA:NA:NA,2202.8,2202840,1.0,26,4/8/2024,13:3:24,40.784214,-84.455582,695.60,212.02,0.084,127.17,96,36.82,98.28,-273.15,-459.67,34.19,93.54,14.32,0.97,738.88,225.21,-0.27,-0.08,13.88,-9.00,-43.75,-0.60,-1.21,9.75,0.00,0.00,0.00,155.88,6.88,-3.56,,19.81,37.43
0:36:43,NA:NA:NA,2203.9,2203856,1.0,26,4/8/2024,13:3:25,40.784214,-84.455582,695.24,211.91,0.034,127.17,96,36.82,98.28,-273.15,-459.67,34.19,93.54,14.32,0.97,740.56,225.72,1.65,0.50,13.06,-10.50,-44.25,-0.62,-1.22,9.72,0.00,0.00,0.00,155.88,6.88,-3.56,,19.74,37.46
0:36:44,NA:NA:NA,2204.9,2204871,1.0,26,4/8/2024,13:3:26,40.784214,-84.455582,695.28,211.92,0.021,127.17,96,36.82,98.28,-273.15,-459.67,34.20,93.56,14.32,0.97,739.44,225.38,-1.10,-0.34,12.75,-9.38,-44.25,-0.61,-1.21,9.69,0.01,-0.00,0.00,155.88,6.94,-3.56,,19.68,37.46
0:36:45,NA:NA:NA,2205.9,2205888,1.0,26,4/8/2024,13:3:27,40.784214,-84.455582,695.30,211.93,0.035,127.17,96,36.85,98.33,-273.15,-459.67,34.20,93.56,14.32,0.97,739.44,225.38,0.00,0.00,12.75,-10.06,-44.25,-0.62,-1.22,9.68,0.00,0.00,0.00,155.88,6.94,-3.56,,19.61,37.49
0:36:46,NA:NA:NA,2206.9,2206903,1.0,26,4/8/2024,13:3:28,40.784214,-84.455582,695.10,211.87,0.045,127.17,96,36.82,98.28,-273.15,-459.67,34.20,93.56,14.32,0.97,740.00,225.55,0.55,0.17,13.50,-10.50,-45.06,-0.58,-1.23,9.72,0.00,0.00,0.00,155.88,6.94,-3.56,,19.59,37.52
0:36:47,NA:NA:NA,2207.9,2207940,1.0,26,4/8/2024,13:3:29,40.784214,-84.455582,695.00,211.84,0.058,127.17,96,36.77,98.19,-273.15,-459.67,34.21,93.58,14.32,0.97,740.00,225.55,0.00,0.00,12.75,-10.50,-43.75,-0.61,-1.22,9.69,-0.00,-0.00,-0.00,155.88,6.94,-3.56,,19.58,37.56
0:36:48,NA:NA:NA,2209.0,2208980,1.0,26,4/8/2024,13:3:30,40.784214,-84.455582,695.42,211.96,0.013,127.17,96,36.85,98.33,-273.15,-459.67,34.21,93.58,14.32,0.97,741.12,225.89,1.07,0.33,13.06,-10.50,-44.25,-0.60,-1.23,9.72,0.00,0.00,0.00,155.88,6.94,-3.56,,19.60,37.59
0:36:50,NA:NA:NA,2210.0,2210018,1.0,26,4/8/2024,13:3:31,40.784214,-84.455582,695.45,211.97,0.042,127.17,96,36.85,98.33,-273.15,-459.67,34.21,93.58,14.32,0.97,740.28,225.64,-0.81,-0.25,12.75,-10.06,-43.38,-0.61,-1.21,9.70,0.00,0.00,0.00,155.88,6.94,-3.56,,19.65,37.57
0:36:51,NA:NA:NA,2211.0,2211040,1.0,26,4/8/2024,13:3:32,40.784214,-84.455582,695.47,211.98,0.050,127.17,96,36.85,98.33,-273.15,-459.67,34.22,93.60,14.32,0.97,740.28,225.64,0.00,0.00,13.06,-10.06,-44.69,-0.62,-1.21,9.74,0.00,-0.00,0.00,155.88,6.94,-3.56,,19.70,37.45
0:36:52,NA:NA:NA,2212.1,2212062,1.0,26,4/8/2024,13:3:33,40.784214,-84.455582,695.84,212.09,0.031,127.17,96,36.85,98.33,-273.15,-459.67,34.22,93.60,14.32,0.97,739.44,225.38,-0.82,-0.25,13.50,-10.06,-45.06,-0.63,-1.21,9.69,-0.00,0.00,0.00,155.88,6.94,-3.56,,19.75,37.30
0:36:53,NA:NA:NA,2213.1,2213084,1.0,26,4/8/2024,13:3:34,40.784218,-84.455582,696.10,212.17,0.045,127.17,96,36.85,98.33,-273.15,-459.67,34.22,93.60,14.32,0.97,739.72,225.47,0.28,0.08,13.06,-10.06,-43.75,-0.63,-1.21,9.72,-0.00,-0.00,0.00,155.88,6.94,-3.56,,19.83,37.23
0:36:54,NA:NA:NA,2214.1,2214105,1.0,26,4/8/2024,13:3:35,40.784218,-84.455582,695.74,212.06,0.068,127.17,96,36.85,98.33,-273.15,-459.67,34.23,93.61,14.32,0.97,739.44,225.38,-0.28,-0.08,13.88,-10.88,-43.75,-0.57,-1.18,9.72,0.00,-0.00,0.00,155.88,6.94,-3.56,,19.94,37.22
0:36:55,NA:NA:NA,2215.1,2215106,1.0,26,4/8/2024,13:3:36,40.784214,-84.455582,695.13,211.88,0.057,127.17,98,36.85,98.33,-273.15,-459.67,34.23,93.61,14.32,0.97,739.72,225.47,0.28,0.09,8.25,-7.00,-28.38,-0.59,-1.18,9.73,0.00,0.00,0.00,155.94,6.94,-3.62,,20.03,37.08
0:36:56,NA:NA:NA,2216.1,2216107,1.0,26,4/8/2024,13:3:37,40.784214,-84.455582,694.69,211.74,0.027,127.17,98,36.90,98.42,-273.15,-459.67,34.23,93.61,14.32,0.97,739.44,225.38,-0.28,-0.09,7.19,-6.56,-27.19,-0.60,-1.22,9.73,0.00,-0.00,0.00,155.94,6.94,-3.62,,20.13,36.99
0:36:57,NA:NA:NA,2217.1,2217111,1.0,26,4/8/2024,13:3:38,40.784214,-84.455582,694.50,211.68,0.020,127.17,98,36.85,98.33,-273.15,-459.67,34.23,93.61,14.32,0.97,740.00,225.55,0.56,0.17,7.56,-5.50,-27.50,-0.61,-1.23,9.73,-0.00,0.00,0.00,155.94,6.94,-3.62,,20.26,36.97
0:36:58,NA:NA:NA,2218.1,2218114,1.0,26,4/8/2024,13:3:39,40.784218,-84.455582,694.41,211.66,0.088,127.17,98,36.85,98.33,-273.15,-459.67,34.23,93.61,14.32,0.97,740.00,225.55,0.00,0.00,7.88,-6.56,-27.50,-0.62,-1.18,9.68,0.00,0.00,0.00,155.94,6.88,-3.56,,20.38,36.98
0:36:59,NA:NA:NA,2219.1,2219117,1.0,26,4/8/2024,13:3:40,40.784218,-84.455582,694.35,211.64,0.117,127.17,98,36.88,98.38,-273.15,-459.67,34.24,93.63,14.32,0.97,740.00,225.55,0.00,0.00,9.06,-5.50,-26.25,-0.58,-1.20,9.72,0.00,-0.00,0.00,155.94,6.88,-3.56,,20.51,36.96
0:37:00,NA:NA:NA,2220.1,2220120,1.0,26,4/8/2024,13:3:41,40.784218,-84.455589,694.96,211.82,0.157,127.17,98,36.88,98.38,-273.15,-459.67,34.24,93.63,14.32,0.97,739.44,225.38,-0.56,-0.17,8.69,-7.00,-26.25,-0.69,-1.14,9.88,0.01,0.01,0.01,155.94,6.88,-3.56,,20.60,36.86
0:37:01,NA:NA:NA,2221.1,2221123,1.0,26,4/8/2024,13:3:42,40.784218,-84.455589,695.31,211.93,0.152,127.17,98,36.88,98.38,-273.15,-459.67,34.25,93.65,14.32,0.97,740.00,225.55,0.56,0.17,7.56,-6.56,-28.38,-0.75,-1.21,9.66,0.00,-0.01,0.00,155.94,6.88,-3.56,,20.71,36.81
0:37:02,NA:NA:NA,2222.1,2222128,1.0,26,4/8/2024,13:3:43,40.784222,-84.455589,695.28,211.92,0.088,127.17,98,36.88,98.38,-273.15,-459.67,34.25,93.65,14.32,0.97,738.60,225.13,-1.39,-0.42,8.19,-6.06,-27.88,-0.60,-1.23,9.72,-0.00,0.00,-0.00,155.94,6.94,-3.62,,20.81,36.84
0:37:03,NA:NA:NA,2223.1,2223130,1.0,25,4/8/2024,13:3:44,40.784222,-84.455589,695.16,211.88,0.105,127.17,100,36.90,98.42,-273.15,-459.67,34.25,93.65,14.32,0.97,739.44,225.38,0.83,0.25,9.06,-6.00,-27.00,-0.62,-1.25,9.69,0.00,-0.00,0.00,156.12,7.00,-3.81,,20.83,36.78
0:37:04,NA:NA:NA,2224.1,2224133,1.0,25,4/8/2024,13:3:45,40.784222,-84.455589,695.86,212.10,0.074,127.17,100,36.88,98.38,-273.15,-459.67,34.26,93.67,14.32,0.97,739.72,225.47,0.28,0.09,7.56,-5.69,-27.38,-0.63,-1.23,9.70,0.00,0.00,0.00,156.12,7.00,-3.81,,20.82,36.68
0:37:05,NA:NA:NA,2225.1,2225136,1.0,25,4/8/2024,13:3:46,40.784222,-84.455589,696.70,212.35,0.058,127.17,100,36.90,98.42,-273.15,-459.67,34.26,93.67,14.32,0.97,739.44,225.38,-0.28,-0.09,8.25,-5.69,-26.50,-0.62,-1.23,9.72,-0.00,0.00,-0.00,156.12,7.00,-3.81,,20.79,36.57
0:37:06,NA:NA:NA,2226.1,2226139,1.0,25,4/8/2024,13:3:47,40.784222,-84.455589,697.06,212.46,0.025,127.17,100,36.88,98.38,-273.15,-459.67,34.26,93.67,14.32,0.97,739.72,225.47,0.28,0.09,8.25,-5.25,-27.00,-0.60,-1.24,9.73,0.00,0.00,0.00,156.12,7.00,-3.81,,20.78,36.55
0:37:07,NA:NA:NA,2227.1,2227142,1.0,25,4/8/2024,13:3:48,40.784218,-84.455589,697.00,212.45,0.028,127.17,100,36.88,98.38,-273.15,-459.67,34.26,93.67,14.32,0.97,740.28,225.64,0.56,0.17,8.25,-5.69,-27.25,-0.59,-1.24,9.70,0.00,-0.00,0.00,156.12,7.00,-3.81,,20.78,36.51
0:37:08,NA:NA:NA,2228.1,2228146,1.0,25,4/8/2024,13:3:49,40.784222,-84.455589,696.90,212.42,0.059,127.17,100,36.88,98.38,-273.15,-459.67,34.26,93.67,14.32,0.97,739.72,225.47,-0.56,-0.17,8.25,-6.00,-25.25,-0.59,-1.24,9.72,0.00,0.00,0.00,156.12,7.00,-3.81,,20.77,36.43
0:37:09,NA:NA:NA,2229.1,2229150,1.0,26,4/8/2024,13:3:50,40.784222,-84.455589,696.74,212.37,0.007,127.17,98,36.88,98.38,-273.15,-459.67,34.27,93.69,14.32,0.97,740.00,225.55,0.28,0.09,7.56,-5.69,-27.38,-0.60,-1.23,9.69,0.00,0.00,-0.00,156.12,7.00,-3.81,,20.77,36.36
0:37:10,NA:NA:NA,2230.2,2230153,1.0,25,4/8/2024,13:3:51,40.784222,-84.455589,696.53,212.30,0.024,127.17,100,36.90,98.42,-273.15,-459.67,34.27,93.69,14.32,0.97,740.56,225.72,0.56,0.17,7.56,-5.69,-27.00,-0.59,-1.21,9.73,-0.00,-0.00,-0.00,156.12,7.00,-3.81,,20.72,36.22
0:37:11,NA:NA:NA,2231.2,2231156,1.0,25,4/8/2024,13:3:52,40.784222,-84.455582,696.44,212.27,0.067,127.17,101,36.88,98.38,-273.15,-459.67,34.27,93.69,14.32,0.97,739.44,225.38,-1.12,-0.34,8.69,-6.00,-27.38,-0.60,-1.24,9.73,0.00,-0.00,0.00,156.12,7.00,-3.81,,20.71,36.09
0:37:12,NA:NA:NA,2232.2,2232160,1.0,25,4/8/2024,13:3:53,40.784218,-84.455582,696.38,212.26,0.042,127.17,101,36.90,98.42,-273.15,-459.67,34.28,93.70,14.32,0.97,740.00,225.55,0.56,0.17,7.88,-6.00,-27.00,-0.60,-1.24,9.74,0.00,0.00,0.00,156.12,7.00,-3.81,,20.72,35.98
0:37:13,NA:NA:NA,2233.2,2233163,1.0,26,4/8/2024,13:3:54,40.784218,-84.455582,696.16,212.19,0.023,127.17,98,36.90,98.42,-273.15,-459.67,34.28,93.70,14.32,0.97,740.56,225.72,0.56,0.17,8.25,-6.38,-26.50,-0.60,-1.23,9.72,0.00,-0.00,0.00,156.12,7.00,-3.81,,20.74,35.97
0:37:14,NA:NA:NA,2234.2,2234167,1.0,25,4/8/2024,13:3:55,40.784218,-84.455582,695.70,212.05,0.021,127.17,99,36.90,98.42,-273.15,-459.67,34.28,93.70,14.32,0.97,739.72,225.47,-0.83,-0.25,8.25,-6.38,-26.50,-0.61,-1.23,9.72,0.00,-0.00,0.00,156.12,7.00,-3.81,,20.74,35.83
0:37:15,NA:NA:NA,2235.2,2235170,1.0,25,4/8/2024,13:3:56,40.784218,-84.455582,695.80,212.08,0.043,127.17,100,36.90,98.42,-273.15,-459.67,34.28,93.70,14.32,0.97,739.44,225.38,-0.28,-0.09,8.69,-6.00,-26.06,-0.57,-1.22,9.74,0.00,-0.00,-0.00,156.12,7.00,-3.81,,20.75,35.75
0:37:16,NA:NA:NA,2236.2,2236172,1.0,25,4/8/2024,13:3:57,40.784222,-84.455582,695.76,212.07,0.076,127.17,102,36.90,98.42,-273.15,-459.67,34.29,93.72,14.32,0.97,740.56,225.72,1.12,0.34,7.56,-5.69,-27.38,-0.60,-1.21,9.71,0.01,-0.00,0.00,156.12,7.00,-3.81,,20.75,35.65
0:37:17,NA:NA:NA,2237.2,2237177,1.0,26,4/8/2024,13:3:58,40.784222,-84.455582,695.65,212.04,0.171,127.17,98,36.98,98.56,-273.15,-459.67,34.29,93.72,14.32,0.97,740.84,225.81,0.28,0.08,7.50,-6.38,-27.75,-0.59,-1.23,9.73,-0.00,0.00,0.00,156.06,6.94,-3.81,,20.80,35.68
0:37:18,NA:NA:NA,2238.2,2238180,1.0,26,4/8/2024,13:3:59,40.784222,-84.455582,695.79,212.08,0.012,127.17,98,36.93,98.47,-273.15,-459.67,34.30,93.74,14.32,0.97,739.72,225.47,-1.11,-0.34,7.06,-6.00,-28.19,0.73,-1.38,10.09,-0.05,0.09,0.06,156.00,7.06,-3.81,,20.78,35.62
0:37:19,NA:NA:NA,2239.2,2239180,1.0,25,4/8/2024,13:4:0,40.784222,-84.455582,695.96,212.13,0.057,127.17,101,36.88,98.38,-273.15,-459.67,34.30,93.74,14.32,0.97,739.72,225.47,0.00,0.00,7.56,-6.75,-26.38,-0.63,-1.23,9.73,0.00,0.00,-0.00,156.00,6.88,-3.88,,20.80,35.51
0:37:20,NA:NA:NA,2240.2,2240185,1.0,26,4/8/2024,13:4:1,40.784222,-84.455582,696.29,212.23,0.033,127.17,95,36.90,98.42,-273.15,-459.67,34.30,93.74,14.32,0.97,740.56,225.72,0.83,0.25,7.88,-4.88,-26.00,-0.62,-1.22,9.73,0.00,-0.00,-0.00,156.00,6.88,-3.88,,20.78,35.36
0:37:21,NA:NA:NA,2241.2,2241188,1.0,25,4/8/2024,13:4:2,40.784222,-84.455582,696.17,212.19,0.034,127.17,99,36.95,98.51,-273.15,-459.67,34.30,93.74,14.32,0.97,740.28,225.64,-0.28,-0.09,7.88,-6.75,-26.50,-0.66,-1.24,9.74,0.00,-0.00,-0.00,156.00,6.88,-3.88,,20.79,35.26
0:37:22,NA:NA:NA,2242.2,2242191,1.0,26,4/8/2024,13:4:3,40.784222,-84.455582,695.88,212.10,0.030,127.17,95,36.93,98.47,-273.15,-459.67,34.31,93.76,14.32,0.97,740.84,225.81,0.56,0.17,7.88,-6.38,-26.38,-0.63,-1.22,9.74,0.00,-0.00,0.00,156.00,6.88,-3.88,,20.84,35.26
0:37:23,NA:NA:NA,2243.2,2243193,1.0,25,4/8/2024,13:4:5,40.784218,-84.455582,695.84,212.09,0.066,127.17,96,36.95,98.51,-273.15,-459.67,34.31,93.76,14.32,0.97,740.00,225.55,-0.83,-0.25,7.56,-6.00,-27.25,-0.61,-1.24,9.70,0.00,-0.00,-0.00,156.00,6.88,-3.88,,20.93,35.20
0:37:24,NA:NA:NA,2244.4,2244413,0.8,25,4/8/2024,13:4:6,40.784218,-84.455582,695.50,211.99,0.058,127.17,96,36.93,98.47,-273.15,-459.67,34.31,93.76,14.32,0.97,739.44,225.38,-0.46,-0.14,8.25,-4.88,-26.88,-0.62,-1.25,9.71,-0.00,-0.00,0.00,156.00,6.88,-3.88,,20.99,35.16
0:37:25,NA:NA:NA,2245.4,2245418,1.0,25,4/8/2024,13:4:7,40.784218,-84.455582,695.53,212.00,0.033,127.17,96,36.93,98.47,-273.15,-459.67,34.31,93.76,14.32,0.97,740.00,225.55,0.56,0.17,8.25,-6.00,-27.69,-0.63,-1.24,9.71,0.00,0.00,-0.00,156.00,6.88,-3.88,,21.02,35.11
0:37:26,NA:NA:NA,2246.4,2246423,1.0,25,4/8/2024,13:4:8,40.784218,-84.455582,694.98,211.83,0.072,127.17,98,36.98,98.56,-273.15,-459.67,34.31,93.76,14.32,0.97,740.28,225.64,0.28,0.08,8.69,-6.00,-26.88,-0.62,-1.23,9.69,-0.00,0.00,-0.00,156.00,6.88,-3.88,,21.00,35.04
0:37:27,NA:NA:NA,2247.4,2247431,1.0,27,4/8/2024,13:4:9,40.784218,-84.455582,694.39,211.65,0.048,127.17,93,36.93,98.47,-273.15,-459.67,34.32,93.78,14.32,0.97,740.56,225.72,0.28,0.08,8.25,-5.69,-26.50,-0.61,-1.21,9.71,0.00,-0.00,0.00,156.00,6.88,-3.88,,20.98,34.98
0:37:28,NA:NA:NA,2248.4,2248436,1.0,27,4/8/2024,13:4:10,40.784218,-84.455582,695.21,211.90,0.326,110.21,93,36.93,98.47,-273.15,-459.67,34.33,93.79,14.32,0.97,739.44,225.38,-1.11,-0.34,9.50,-6.50,-26.75,-0.60,-1.22,9.73,0.01,-0.01,-0.01,156.12,6.94,-3.88,,20.96,34.98
