T(h:m:s),FT(h:m:s),T(Sec),T(ms),UF(Hz),Sats,Date,Time,Lat,Lon,Alt(Ft),Alt(M),GndSpd(M/S),Head(Deg),PDOP,intT(C),intT(F),extT(C),extT(F),msTemp(C),msTemp(F),msPress(PSI),msPress(ATM),msAlt(ft),msAlt(M),VertVel(Ft/S),VertVel(M/S),mag x,mag y,mag z,accel x,accel y,accel z,gyro x,gyro y,gyro z,orien yaw,orien pitch,orien roll,xbee message,Si humidity (%),Si Temperature (C)3.6.15.1
0:00:12,NA:NA:NA,12.7,12693,0.1,0,4/8/2024,12:26:54,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,26.51,79.72,-273.15,-459.67,26.46,79.63,14.31,0.97,755.64,230.32,0.45,0.14,7.00,-9.50,-23.19,-0.71,0.39,9.59,-0.02,0.03,0.00,359.94,-1.94,-4.00,,26.33,30.92
0:00:13,NA:NA:NA,13.7,13715,1.0,0,4/8/2024,12:26:55,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,26.53,79.76,-273.15,-459.67,26.47,79.65,14.31,0.97,756.20,230.49,0.55,0.17,6.25,-8.19,-25.19,-0.67,0.35,9.60,0.00,-0.01,0.00,359.94,-1.81,-4.12,,26.28,30.92
0:00:14,NA:NA:NA,14.7,14739,1.0,0,4/8/2024,12:26:56,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,26.53,79.76,-273.15,-459.67,26.48,79.66,14.31,0.97,761.51,232.11,5.18,1.58,5.88,-8.50,-24.69,-0.66,0.39,9.57,-0.00,-0.00,0.00,359.94,-1.69,-4.00,,26.24,30.94
0:00:15,NA:NA:NA,15.7,15747,1.0,0,4/8/2024,12:26:57,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,26.56,79.80,-273.15,-459.67,26.50,79.70,14.31,0.97,765.71,233.39,4.17,1.27,7.00,-9.25,-24.25,-0.68,0.39,9.58,0.00,-0.00,-0.00,359.94,-1.69,-4.00,,26.20,30.95
0:00:16,NA:NA:NA,16.8,16753,1.0,0,4/8/2024,12:26:58,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,26.56,79.80,-273.15,-459.67,26.51,79.72,14.31,0.97,767.66,233.98,1.94,0.59,5.19,-8.50,-24.25,-0.67,0.34,9.65,-0.00,-0.00,0.00,359.94,-1.69,-4.00,,26.15,30.98
0:00:17,NA:NA:NA,17.8,17759,1.0,0,4/8/2024,12:26:59,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,26.58,79.84,-273.15,-459.67,26.52,79.74,14.31,0.97,768.78,234.32,1.11,0.34,5.56,-8.50,-24.38,-0.68,0.38,9.60,0.00,-0.00,0.00,359.94,-1.69,-4.00,,26.12,30.99
0:00:18,NA:NA:NA,18.8,18765,1.0,0,4/8/2024,12:27:0,72.931068,2.874859,64068.68,19528.13,0.000,0.00,9999,26.60,79.88,-273.15,-459.67,26.53,79.75,14.31,0.97,765.43,233.30,-3.34,-1.02,7.00,-9.25,-24.00,-0.73,0.39,9.65,0.00,0.01,0.00,359.94,-1.69,-4.00,,26.09,30.98
0:00:19,NA:NA:NA,19.8,19770,1.0,0,4/8/2024,12:27:1,74.586151,3.889996,65164.66,19862.19,0.000,0.00,9999,26.58,79.84,-273.15,-459.67,26.56,79.81,14.31,0.97,765.43,233.30,0.00,0.00,6.69,-8.50,-24.38,-0.65,0.36,9.59,0.00,-0.00,-0.00,359.94,-1.81,-4.00,,26.06,30.96
0:00:20,NA:NA:NA,20.8,20776,1.0,0,4/8/2024,12:27:2,77.289734,8.675843,66736.18,20341.19,0.000,0.00,9999,26.62,79.92,-273.15,-459.67,26.58,79.84,14.31,0.97,762.91,232.54,-2.50,-0.76,6.69,-8.88,-25.19,-0.68,0.37,9.58,0.00,0.00,-0.00,359.94,-1.88,-4.00,,26.06,30.98
0:00:21,NA:NA:NA,21.8,21781,1.0,0,4/8/2024,12:27:3,75.615044,3.176753,65795.30,20054.41,0.000,0.00,9999,26.62,79.92,-273.15,-459.67,26.58,79.84,14.31,0.97,763.19,232.62,0.28,0.08,7.00,-8.06,-23.38,-0.74,0.30,9.67,-0.01,0.01,0.00,359.94,-1.88,-4.06,,26.03,30.96
0:00:22,NA:NA:NA,22.8,22787,1.0,0,4/8/2024,12:27:4,79.944656,3.708986,68003.48,20727.46,0.000,0.00,9999,26.60,79.88,-273.15,-459.67,26.61,79.90,14.31,0.97,759.56,231.51,-3.61,-1.10,6.19,-9.00,-24.25,-0.90,-0.11,9.57,-0.03,-0.01,0.00,0.00,-2.00,-4.12,,26.04,30.94
0:00:23,NA:NA:NA,23.8,23792,1.0,0,4/8/2024,12:27:5,77.579300,3.022086,66887.91,20387.43,0.000,0.00,9999,26.65,79.96,-273.15,-459.67,26.62,79.92,14.31,0.97,757.32,230.83,-2.22,-0.68,7.00,-7.88,-24.69,-0.68,0.41,9.55,0.00,-0.00,-0.00,359.94,-1.94,-4.12,,26.03,30.86
0:00:24,NA:NA:NA,24.8,24798,1.0,0,4/8/2024,12:27:6,75.807243,1.779966,65908.71,20088.97,0.000,0.00,9999,26.65,79.96,-273.15,-459.67,26.64,79.95,14.31,0.97,752.57,229.38,-4.72,-1.44,6.19,-9.38,-25.50,-0.62,-0.04,10.19,-0.10,0.02,-0.01,359.94,-2.00,-4.12,,26.02,30.86
0:00:25,NA:NA:NA,25.8,25803,1.0,0,4/8/2024,12:27:7,69.412735,-0.832540,61420.86,18721.08,0.000,0.00,9999,26.67,80.00,-273.15,-459.67,26.64,79.95,14.31,0.97,753.13,229.55,0.56,0.17,7.00,-8.56,-25.50,0.41,0.54,9.17,0.04,-0.02,0.00,0.00,-2.00,-3.62,,26.03,30.90
0:00:26,NA:NA:NA,26.8,26808,1.0,0,4/8/2024,12:27:8,75.949333,0.680495,65991.66,20114.26,0.000,0.00,9999,26.69,80.04,-273.15,-459.67,26.64,79.95,14.31,0.97,757.04,230.75,3.89,1.19,6.06,-9.38,-23.75,-0.75,0.29,9.73,0.02,0.05,-0.01,0.00,-2.31,-4.06,,26.02,30.96
0:00:27,NA:NA:NA,27.8,27813,1.0,0,4/8/2024,12:27:9,78.196526,0.238542,67200.39,20482.68,0.000,0.00,9999,26.69,80.04,-273.15,-459.67,26.65,79.97,14.31,0.97,755.92,230.40,-1.11,-0.34,6.88,-9.06,-23.88,-0.68,0.46,9.57,-0.02,0.04,0.00,0.00,-2.75,-4.25,,25.99,30.94
0:00:28,NA:NA:NA,28.8,28818,1.0,0,4/8/2024,12:27:10,78.678940,-1.844819,67434.18,20553.94,0.000,0.00,9999,26.71,80.08,-273.15,-459.67,26.66,79.99,14.31,0.97,755.64,230.32,-0.28,-0.08,7.19,-9.38,-23.88,-0.77,0.49,9.61,0.00,0.00,0.00,0.00,-2.94,-4.31,,25.99,30.96
0:00:29,NA:NA:NA,29.8,29826,1.0,0,4/8/2024,12:27:11,78.278870,-2.262702,67240.95,20495.04,0.000,0.00,9999,26.74,80.12,-273.15,-459.67,26.67,80.01,14.31,0.97,756.48,230.58,0.83,0.25,6.50,-10.88,-23.06,-0.74,0.63,9.56,0.00,0.00,-0.00,0.06,-3.75,-4.19,,26.03,30.99
0:00:30,NA:NA:NA,30.8,30831,1.0,0,4/8/2024,12:27:12,78.265999,3.866437,67234.62,20493.11,0.000,0.00,9999,26.74,80.12,-273.15,-459.67,26.68,80.02,14.31,0.97,759.00,231.34,2.50,0.76,7.19,-9.75,-23.88,-0.59,0.75,9.57,0.01,-0.01,0.00,359.44,-3.56,-4.44,,26.05,30.99
0:00:31,NA:NA:NA,31.9,31861,1.0,0,4/8/2024,12:27:13,77.167732,4.975864,66671.27,20321.40,0.000,0.00,9999,26.78,80.21,-273.15,-459.67,26.70,80.06,14.31,0.97,759.56,231.51,0.54,0.17,7.00,-10.75,-23.69,-0.79,0.62,9.58,-0.02,-0.00,-0.00,359.38,-3.38,-4.44,,26.08,30.95
0:00:32,NA:NA:NA,32.9,32893,1.0,0,4/8/2024,12:27:14,77.101364,6.033765,66635.73,20310.57,0.000,0.00,9999,26.78,80.21,-273.15,-459.67,26.71,80.08,14.31,0.97,759.84,231.60,0.27,0.08,7.00,-10.06,-25.25,-0.82,0.42,9.66,0.02,-0.04,0.00,359.38,-2.75,-4.69,,26.11,30.95
0:00:33,NA:NA:NA,33.9,33921,1.0,0,4/8/2024,12:27:15,75.185417,2.619900,65536.77,19975.61,0.000,0.00,9999,26.83,80.29,-273.15,-459.67,26.73,80.11,14.31,0.97,759.28,231.43,-0.54,-0.17,6.19,-11.00,-24.56,-0.77,0.50,9.61,-0.01,0.00,0.00,359.38,-2.94,-4.50,,26.14,31.04
0:00:34,NA:NA:NA,35.0,34951,1.0,0,4/8/2024,12:27:16,75.206306,3.589282,65549.49,19979.49,0.000,0.00,9999,26.83,80.29,-273.15,-459.67,26.74,80.13,14.31,0.97,759.00,231.34,-0.27,-0.08,7.25,-10.56,-24.56,-0.75,0.54,9.56,0.01,-0.00,0.00,359.38,-2.94,-4.62,,26.17,31.09
0:00:35,NA:NA:NA,36.0,35965,1.0,0,4/8/2024,12:27:17,76.749504,-1.155821,66444.41,20252.26,0.000,0.00,9999,26.85,80.33,-273.15,-459.67,26.75,80.15,14.31,0.97,759.84,231.60,0.83,0.25,6.88,-10.56,-25.38,-0.76,0.54,9.52,0.01,0.00,0.00,359.38,-2.75,-4.69,,26.18,31.15
0:00:36,NA:NA:NA,37.0,36976,1.0,0,4/8/2024,12:27:18,77.892822,-3.352086,67048.50,20436.38,0.000,0.00,9999,26.89,80.41,-273.15,-459.67,26.76,80.17,14.31,0.97,759.84,231.60,0.00,0.00,6.56,-9.38,-25.69,-0.83,0.43,9.57,-0.01,0.01,-0.00,359.38,-2.50,-5.06,,26.16,31.23
0:00:37,NA:NA:NA,38.0,37987,1.0,0,4/8/2024,12:27:19,74.194084,-2.992132,64914.02,19785.79,0.000,0.00,9999,26.89,80.41,-273.15,-459.67,26.77,80.19,14.31,0.97,760.12,231.68,0.28,0.08,6.88,-9.06,-25.25,-0.99,0.39,9.55,-0.01,-0.00,-0.02,359.38,-2.56,-5.19,,26.17,31.30
0:00:39,NA:NA:NA,39.0,39000,1.0,0,4/8/2024,12:27:20,75.501366,-2.389250,65727.56,20033.76,0.000,0.00,9999,26.92,80.45,-273.15,-459.67,26.78,80.20,14.31,0.97,761.79,232.19,1.65,0.50,7.19,-9.56,-25.38,-0.90,0.33,9.58,-0.02,0.03,-0.00,359.31,-2.25,-4.88,,26.13,31.30
0:00:40,NA:NA:NA,40.0,40014,1.0,0,4/8/2024,12:27:21,74.289375,3.888906,64975.46,19804.52,0.000,0.00,9999,26.96,80.53,-273.15,-459.67,26.80,80.24,14.31,0.97,754.80,230.06,-6.89,-2.10,6.75,-11.06,-26.69,-0.78,0.31,9.64,-0.00,-0.00,0.00,359.38,-2.06,-4.69,,26.12,31.33
0:00:41,NA:NA:NA,41.0,41024,1.0,0,4/8/2024,12:27:22,71.538536,-0.281316,63071.06,19224.06,0.000,0.00,9999,26.94,80.49,-273.15,-459.67,26.81,80.26,14.31,0.97,752.85,229.47,-1.94,-0.59,6.50,-10.00,-25.56,-0.54,0.43,9.73,-0.01,-0.01,0.00,359.44,-2.12,-4.75,,26.09,31.38
0:00:42,NA:NA:NA,42.0,42035,1.0,0,4/8/2024,12:27:23,75.150902,1.659041,65515.70,19969.18,0.000,0.00,9999,26.96,80.53,-273.15,-459.67,26.81,80.26,14.31,0.97,759.84,231.60,6.91,2.11,5.38,-10.00,-25.19,-0.17,1.11,9.06,-0.08,0.06,0.00,359.31,-2.44,-4.94,,26.05,31.43
0:00:43,NA:NA:NA,43.0,43045,1.0,0,4/8/2024,12:27:24,76.453751,3.691703,66279.91,20202.12,0.000,0.00,9999,26.98,80.57,-273.15,-459.67,26.83,80.29,14.31,0.97,765.71,233.39,5.81,1.77,5.88,-10.00,-26.38,-0.73,0.41,9.56,-0.01,0.01,0.00,359.38,-2.06,-4.75,,26.02,31.44
0:00:44,NA:NA:NA,44.1,44078,1.0,0,4/8/2024,12:27:25,75.835907,1.625835,65925.50,20094.09,0.000,0.00,9999,27.03,80.65,-273.15,-459.67,26.85,80.33,14.31,0.97,763.19,232.62,-2.44,-0.74,6.69,-10.00,-25.19,-0.97,0.33,9.29,0.04,0.01,0.00,359.38,-2.25,-4.75,,26.01,31.51
0:00:45,NA:NA:NA,45.1,45112,1.0,0,4/8/2024,12:27:26,78.186386,-0.530475,67195.38,20481.15,0.000,0.00,9999,27.03,80.65,-273.15,-459.67,26.87,80.37,14.31,0.97,757.60,230.92,-5.40,-1.65,5.38,-10.06,-25.56,-0.82,0.23,9.84,-0.01,0.01,0.00,359.38,-2.50,-4.50,,25.93,31.44
0:00:46,NA:NA:NA,46.1,46146,1.0,0,4/8/2024,12:27:27,74.575912,3.916811,65158.18,19860.21,0.000,0.00,9999,27.07,80.73,-273.15,-459.67,26.87,80.37,14.31,0.97,766.54,233.64,8.65,2.64,6.56,-10.25,-25.56,-0.70,0.39,9.53,0.01,-0.00,0.00,359.38,-2.38,-4.50,,25.89,31.39
0:00:47,NA:NA:NA,47.2,47162,1.0,0,4/8/2024,12:27:28,71.422859,3.190953,62985.17,19197.88,0.000,0.00,9999,27.10,80.77,-273.15,-459.67,26.91,80.44,14.31,0.97,763.19,232.62,-3.30,-1.01,6.19,-11.06,-25.56,-0.72,0.41,9.56,0.00,-0.00,-0.00,359.38,-2.38,-4.44,,25.82,31.40
0:00:48,NA:NA:NA,48.2,48177,1.0,0,4/8/2024,12:27:29,72.813614,0.962313,63987.16,19503.29,0.000,0.00,9999,27.12,80.82,-273.15,-459.67,26.92,80.46,14.31,0.97,762.91,232.54,-0.27,-0.08,7.25,-8.75,-24.38,-0.71,0.40,9.53,-0.00,0.00,0.00,359.38,-2.38,-4.44,,25.75,31.40
0:00:49,NA:NA:NA,49.2,49193,1.0,5,4/8/2024,12:27:30,40.784245,-84.455597,730.17,222.56,0.049,0.00,284,27.14,80.86,-273.15,-459.67,26.93,80.47,14.31,0.97,764.03,232.88,1.10,0.34,6.19,-10.25,-25.19,-0.70,0.36,9.59,-0.00,0.00,0.00,359.38,-2.38,-4.44,,25.73,31.41
0:00:50,NA:NA:NA,50.2,50194,1.0,5,4/8/2024,12:27:32,40.784248,-84.455589,724.71,220.89,0.236,0.00,284,27.19,80.94,-273.15,-459.67,26.94,80.49,14.31,0.97,762.07,232.28,-1.96,-0.60,5.06,-9.19,-25.19,-0.70,0.36,9.58,-0.00,-0.00,0.00,359.38,-2.38,-4.44,,25.64,31.36
0:00:51,NA:NA:NA,51.4,51409,0.8,5,4/8/2024,12:27:33,40.784252,-84.455589,723.32,220.47,0.059,0.00,284,27.19,80.94,-273.15,-459.67,26.96,80.53,14.31,0.97,764.03,232.88,1.61,0.49,5.38,-9.56,-26.00,-0.69,0.31,9.57,0.00,0.00,-0.00,359.38,-2.38,-4.44,,25.64,31.35
0:00:52,NA:NA:NA,52.4,52415,1.0,5,4/8/2024,12:27:34,40.784248,-84.455589,722.15,220.11,0.066,0.00,284,27.23,81.02,-273.15,-459.67,26.98,80.56,14.31,0.97,767.11,233.81,3.06,0.93,6.56,-10.69,-26.00,-0.69,0.39,9.50,-0.01,0.01,0.00,359.38,-2.38,-4.50,,25.62,31.37
0:00:53,NA:NA:NA,53.4,53418,1.0,5,4/8/2024,12:27:35,40.784248,-84.455589,722.36,220.17,0.128,0.00,284,27.26,81.06,-273.15,-459.67,26.99,80.58,14.31,0.97,766.54,233.64,-0.56,-0.17,5.75,-9.56,-25.25,-0.69,0.36,9.61,0.00,0.00,0.00,359.44,-2.00,-4.38,,25.63,31.40
0:00:54,NA:NA:NA,54.4,54422,1.0,5,4/8/2024,12:27:36,40.784248,-84.455582,722.00,220.07,0.032,0.00,284,27.30,81.14,-273.15,-459.67,27.00,80.60,14.31,0.97,763.47,232.71,-3.06,-0.93,6.88,-10.38,-25.25,-0.62,0.35,9.64,0.01,-0.01,0.00,359.44,-2.00,-4.38,,25.63,31.40
0:00:55,NA:NA:NA,55.4,55426,1.0,5,4/8/2024,12:27:37,40.784248,-84.455582,721.61,219.95,0.100,0.00,284,27.32,81.18,-273.15,-459.67,27.01,80.62,14.31,0.97,761.51,232.11,-1.95,-0.60,6.88,-10.38,-23.69,-0.55,0.67,9.43,0.07,0.02,0.00,359.44,-2.38,-4.25,,25.70,31.41
0:00:56,NA:NA:NA,56.4,56431,1.0,5,4/8/2024,12:27:38,40.784248,-84.455582,721.65,219.96,0.209,0.00,284,27.37,81.26,-273.15,-459.67,27.03,80.65,14.31,0.97,759.28,231.43,-2.22,-0.68,5.38,-9.25,-25.25,-0.79,0.54,9.46,-0.02,-0.01,-0.00,359.44,-2.62,-4.44,,25.69,31.38
0:00:57,NA:NA:NA,57.4,57436,1.0,5,4/8/2024,12:27:39,40.784248,-84.455582,722.12,220.10,0.063,0.00,284,27.39,81.30,-273.15,-459.67,27.03,80.65,14.31,0.97,755.36,230.23,-3.89,-1.19,6.19,-10.38,-25.56,-0.64,0.38,9.59,0.00,0.00,0.00,359.44,-2.38,-4.31,,25.70,31.33
0:00:58,NA:NA:NA,58.4,58439,1.0,5,4/8/2024,12:27:40,40.784245,-84.455582,722.16,220.12,0.379,0.00,285,27.41,81.34,-273.15,-459.67,27.02,80.64,14.31,0.97,753.69,229.72,-1.67,-0.51,5.75,-11.19,-24.69,-0.66,0.38,9.59,0.00,0.01,0.00,359.44,-2.38,-4.31,,25.66,31.33
0:00:59,NA:NA:NA,59.4,59445,1.0,5,4/8/2024,12:27:41,40.784241,-84.455582,721.45,219.90,0.548,0.00,285,27.46,81.43,-273.15,-459.67,27.02,80.64,14.31,0.97,755.09,230.15,1.39,0.42,6.56,-11.19,-25.56,-0.69,0.37,9.57,0.00,0.00,-0.00,359.44,-2.38,-4.31,,25.64,31.28
0:01:00,NA:NA:NA,60.4,60449,1.0,5,4/8/2024,12:27:42,40.784237,-84.455574,722.31,220.16,0.156,0.00,285,27.48,81.47,-273.15,-459.67,27.02,80.64,14.31,0.97,758.72,231.26,3.62,1.10,5.75,-10.75,-24.69,-0.67,0.38,9.59,0.00,-0.00,0.00,359.12,-2.44,-4.31,,25.67,31.35
0:01:01,NA:NA:NA,61.5,61453,1.0,5,4/8/2024,12:27:43,40.784237,-84.455566,724.20,220.74,0.326,0.00,285,27.50,81.51,-273.15,-459.67,27.02,80.64,14.31,0.97,757.88,231.00,-0.84,-0.25,5.75,-10.38,-24.69,-0.53,0.45,9.75,0.03,-0.00,0.00,359.12,-2.38,-4.31,,25.64,31.35
0:01:02,NA:NA:NA,62.5,62458,1.0,5,4/8/2024,12:27:44,40.784237,-84.455566,725.06,221.00,0.228,0.00,285,27.53,81.55,-273.15,-459.67,27.01,80.62,14.31,0.97,758.44,231.17,0.56,0.17,5.75,-10.75,-24.50,-0.63,0.62,9.45,0.03,0.01,0.00,359.12,-2.38,-4.12,,25.60,31.35
0:01:03,NA:NA:NA,63.5,63462,1.0,5,4/8/2024,12:27:45,40.784241,-84.455559,726.89,221.55,0.607,0.00,285,27.55,81.59,-273.15,-459.67,27.01,80.62,14.31,0.97,757.60,230.92,-0.83,-0.25,6.75,-11.56,-25.88,-0.90,0.41,9.48,-0.00,0.01,0.00,359.12,-2.31,-4.12,,25.60,31.29
0:01:04,NA:NA:NA,64.5,64467,1.0,5,4/8/2024,12:27:46,40.784241,-84.455559,727.97,221.89,0.183,0.00,285,27.60,81.67,-273.15,-459.67,27.00,80.60,14.31,0.97,752.85,229.47,-4.73,-1.44,6.50,-10.69,-26.25,-0.57,0.31,9.16,-0.02,0.02,0.00,359.12,-1.56,-4.12,,25.60,31.30
0:01:05,NA:NA:NA,65.5,65470,1.0,5,4/8/2024,12:27:47,40.784245,-84.455559,728.89,222.16,0.555,0.00,285,27.69,81.83,-273.15,-459.67,26.97,80.55,14.31,0.97,760.39,231.77,7.52,2.29,5.19,-12.19,-27.19,-0.69,0.30,9.59,0.02,-0.00,0.00,359.94,-1.75,-4.12,,25.53,31.33
0:01:06,NA:NA:NA,66.5,66475,1.0,5,4/8/2024,12:27:48,40.784241,-84.455559,731.24,222.88,0.375,0.00,285,27.62,81.71,-273.15,-459.67,26.97,80.55,14.31,0.97,767.94,234.07,7.51,2.29,6.69,-9.56,-25.56,-0.68,0.27,9.63,-0.00,0.00,0.00,359.94,-1.75,-4.12,,25.48,31.31
0:01:07,NA:NA:NA,67.5,67479,1.0,5,4/8/2024,12:27:49,40.784245,-84.455544,733.19,223.48,0.630,0.00,285,27.66,81.79,-273.15,-459.67,27.00,80.60,14.31,0.97,753.13,229.55,-14.75,-4.50,6.38,-10.56,-26.38,0.20,0.81,9.37,0.10,-0.15,-0.00,359.94,-1.75,-4.00,,25.44,31.30
0:01:08,NA:NA:NA,68.5,68483,1.0,5,4/8/2024,12:27:50,40.784252,-84.455544,733.69,223.63,0.270,0.00,285,27.66,81.79,-273.15,-459.67,26.98,80.56,14.31,0.97,756.20,230.49,3.06,0.93,6.38,-10.25,-26.38,-0.59,0.35,9.55,0.00,-0.01,0.00,359.94,-1.75,-4.00,,25.41,31.35
0:01:09,NA:NA:NA,69.5,69512,1.0,5,4/8/2024,12:27:51,40.784248,-84.455551,733.74,223.64,0.498,0.00,285,27.71,81.88,-273.15,-459.67,26.97,80.55,14.31,0.97,758.72,231.26,2.44,0.74,12.25,-15.56,-41.06,-0.65,0.30,9.61,-0.00,0.00,0.00,359.94,-1.81,-4.00,,25.39,31.31
0:01:10,NA:NA:NA,70.5,70540,1.0,5,4/8/2024,12:27:52,40.784245,-84.455551,736.46,224.47,0.379,0.00,285,27.73,81.92,-273.15,-459.67,26.97,80.55,14.31,0.97,760.95,231.94,2.17,0.66,11.56,-16.00,-39.88,-0.65,0.31,9.57,0.00,0.00,-0.00,359.94,-1.81,-4.00,,25.39,31.39
0:01:11,NA:NA:NA,71.6,71571,1.0,5,4/8/2024,12:27:53,40.784248,-84.455551,736.40,224.46,0.460,0.00,286,27.78,82.00,-273.15,-459.67,26.97,80.55,14.31,0.97,760.95,231.94,0.00,0.00,10.75,-16.75,-41.06,-0.67,0.29,9.63,0.00,0.00,0.00,359.94,-1.81,-4.00,,25.35,31.42
0:01:12,NA:NA:NA,72.6,72600,1.0,5,4/8/2024,12:27:54,40.784252,-84.455544,737.33,224.74,0.598,0.00,286,27.80,82.04,-273.15,-459.67,26.98,80.56,14.31,0.97,760.95,231.94,0.00,0.00,10.75,-16.00,-41.50,-0.74,0.24,9.58,-0.00,0.01,0.00,359.94,-1.81,-4.00,,25.33,31.39
0:01:13,NA:NA:NA,73.6,73612,1.0,5,4/8/2024,12:27:55,40.784256,-84.455544,736.05,224.35,0.292,0.00,286,27.82,82.08,-273.15,-459.67,26.99,80.58,14.31,0.97,759.00,231.34,-1.93,-0.59,11.19,-16.00,-39.88,-0.70,0.30,9.61,-0.01,0.00,-0.00,359.94,-1.81,-4.00,,25.34,31.36
0:01:14,NA:NA:NA,74.6,74622,1.0,5,4/8/2024,12:27:56,40.784248,-84.455544,735.56,224.20,0.258,0.00,286,27.82,82.08,-273.15,-459.67,26.99,80.58,14.31,0.97,754.25,229.89,-4.70,-1.43,11.56,-16.00,-41.06,-0.65,0.27,9.62,-0.01,0.00,0.00,359.94,-1.81,-4.00,,25.34,31.37
0:01:15,NA:NA:NA,75.6,75632,1.0,5,4/8/2024,12:27:57,40.784245,-84.455544,733.88,223.69,0.687,0.00,286,27.89,82.20,-273.15,-459.67,26.98,80.56,14.31,0.97,753.41,229.64,-0.83,-0.25,6.88,-9.56,-25.69,-0.72,0.22,9.61,-0.00,0.00,0.00,0.00,-1.88,-3.88,,25.33,31.37
0:01:16,NA:NA:NA,76.6,76645,1.0,5,4/8/2024,12:27:58,40.784241,-84.455544,733.82,223.67,0.353,0.00,286,27.91,82.24,-273.15,-459.67,26.98,80.56,14.31,0.97,751.45,229.04,-1.93,-0.59,6.56,-10.00,-25.25,-0.26,0.20,9.50,-0.01,0.05,0.00,0.00,-2.06,-3.62,,25.36,31.39
0:01:17,NA:NA:NA,77.7,77658,1.0,5,4/8/2024,12:27:59,40.784241,-84.455544,731.81,223.06,0.297,0.00,286,27.96,82.33,-273.15,-459.67,26.98,80.56,14.32,0.97,741.12,225.89,-10.20,-3.11,6.50,-8.88,-26.25,-1.20,-0.53,9.36,-0.15,0.16,-0.06,0.31,-0.69,-5.62,,25.39,31.41
0:01:18,NA:NA:NA,78.7,78668,1.0,5,4/8/2024,12:28:0,40.784245,-84.455544,729.39,222.32,0.021,0.00,286,27.96,82.33,-273.15,-459.67,26.97,80.55,14.32,0.97,739.16,225.30,-1.94,-0.59,5.25,-9.06,-26.56,0.05,-1.63,7.96,0.14,0.54,-0.07,0.06,-1.50,-5.06,,25.43,31.39
0:01:19,NA:NA:NA,79.7,79680,1.0,5,4/8/2024,12:28:1,40.784248,-84.455544,731.03,222.82,0.170,0.00,286,28.00,82.41,-273.15,-459.67,26.96,80.53,14.32,0.97,738.88,225.21,-0.28,-0.08,7.75,-9.38,-26.00,-0.44,0.64,9.55,0.04,-0.12,-0.02,359.88,-1.62,-5.75,,25.48,31.42
0:01:20,NA:NA:NA,80.7,80693,1.0,5,4/8/2024,12:28:2,40.784245,-84.455544,735.42,224.16,0.189,0.00,286,28.00,82.41,-273.15,-459.67,26.95,80.51,14.32,0.97,738.32,225.04,-0.55,-0.17,6.88,-11.25,-26.38,-0.62,-0.01,9.64,-0.00,0.01,0.03,1.06,-2.12,-4.50,,25.52,31.46
0:01:21,NA:NA:NA,81.7,81725,1.0,5,4/8/2024,12:28:3,40.784245,-84.455544,736.31,224.43,0.113,0.00,286,28.03,82.45,-273.15,-459.67,26.95,80.51,14.32,0.97,737.49,224.79,-0.81,-0.25,5.25,-10.19,-28.56,2.07,1.88,8.74,0.06,-0.09,-0.05,0.94,-1.38,-4.31,,25.57,31.44
0:01:22,NA:NA:NA,82.8,82758,1.0,5,4/8/2024,12:28:4,40.784245,-84.455528,739.68,225.46,0.758,0.00,286,28.05,82.49,-273.15,-459.67,26.95,80.51,14.32,0.97,737.49,224.79,0.00,0.00,5.50,-10.69,-30.06,-0.87,-0.15,9.83,-0.01,-0.01,0.00,0.88,-1.06,-4.69,,25.64,31.48
0:01:23,NA:NA:NA,83.8,83789,1.0,5,4/8/2024,12:28:5,40.784245,-84.455528,740.50,225.71,0.318,0.00,286,28.07,82.53,-273.15,-459.67,26.95,80.51,14.32,0.97,737.49,224.79,0.00,0.00,5.25,-10.88,-28.38,-0.43,0.56,8.78,0.00,-0.31,-0.02,1.00,-1.88,-4.81,,25.67,31.49
0:01:24,NA:NA:NA,84.8,84808,1.0,5,4/8/2024,12:28:6,40.784248,-84.455528,741.31,225.95,0.361,0.00,287,28.07,82.53,-273.15,-459.67,26.95,80.51,14.32,0.97,738.04,224.96,0.54,0.17,4.56,-11.50,-29.75,-0.52,0.43,9.86,-0.04,0.09,0.01,1.94,-1.75,-3.38,,25.77,31.49
0:01:25,NA:NA:NA,85.8,85823,1.0,5,4/8/2024,12:28:7,40.784248,-84.455528,739.68,225.45,0.478,72.20,287,28.10,82.57,-273.15,-459.67,26.95,80.51,14.32,0.97,739.72,225.47,1.65,0.50,7.75,-11.19,-29.75,0.23,0.30,9.15,0.08,-0.17,0.02,1.44,-0.94,-6.44,,25.83,31.56
0:01:26,NA:NA:NA,86.8,86837,1.0,5,4/8/2024,12:28:8,40.784248,-84.455528,738.66,225.15,0.542,72.20,287,28.14,82.65,-273.15,-459.67,26.95,80.51,14.32,0.97,743.07,226.49,3.30,1.01,4.88,-10.75,-31.38,-1.50,-0.43,9.44,-0.00,0.15,0.03,1.06,-0.75,-5.88,,25.89,31.55
